ID Réponse,Date,Phase,Type de territoire,Arrondissement / Ville liée,Statut du commerce,Enjeux: Soutien financier?,Enjeux: Maintien des opérations?,Enjeux: Fiscalité (taxes et impôts)?,Enjeux: Ressources humaines?,Enjeux: Réglementation?,Enjeux: Marketing?,Enjeux: Santé et sécurité?,Enjeux: Recherche d'équipement sanitaire?,Enjeux: Aménagement de l'espace?,Enjeux: Permis pour les terrasses extérieures?,Enjeux: Autre?,Intérêt pour le programme d'aide d'urgence?,Présence sur les médias sociaux?,Présence sur Facebook?,Présence sur Twitter?,Présence sur Instagram?,Présence sur LinkedIn?,Faites-vous de la vente en ligne?,Canal de vente en ligne,Connaissez-vous le service de livraison urbaine?,Êtes-vous intéressé par le service de livraison urbaine?,Intérêt pour le programme d'accompagnement pour le virage numérique des entreprises?,Offrez-vous un service de livraison?,Êtes-vous satisfait de votre service de livraison actuel?,Seriez-vous intéressé par le service de livraison urbain (à vélo) mise en place par la Ville de Montréal et ses partenaires si vous si aviez accès?,Est-ce que l'information que nous vous avons donnée vous a été utile?
1692,2020-09-01,4,,,Ouvert,Oui,,,,,,,,,Oui,,Oui,Oui,,,Oui,,Non applicable,Non applicable,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Non applicable,Sans réponse
1693,2020-09-01,4,,,Partiellement ouvert,,,,,,,,,,,,Non,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Non applicable,Sans réponse,Non applicable,Oui
1694,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1695,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Oui (service maison),Satisfait,Non applicable,Oui
1696,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1697,2020-09-02,1,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1698,2020-09-02,1,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1699,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1700,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1701,2020-09-02,4,,,Partiellement ouvert,,,,Oui,,,,,,,Oui,Oui,Oui,Oui,,Oui,,Non applicable,Non applicable,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1702,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Sans réponse,Sans réponse,Sans réponse,Oui
1703,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1704,2020-09-02,4,,,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Réponse inconnue,Sans réponse,Sans réponse,Je ne sais pas,Oui (via un tiers),Satisfait,Non applicable,Oui
1705,2020-09-02,4,,,Ouvert,,,,Oui,,,,,,,Oui,Non,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1706,2020-09-02,4,,,Fermé,Oui,,,Oui,,,,,,,Oui,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Oui (via un tiers),Sans réponse,Sans réponse,Sans réponse
1707,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non applicable,Oui
1708,2020-09-02,1,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1709,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1710,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1711,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Non applicable,Oui
1712,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1713,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1714,2020-09-02,4,,,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Non applicable,Non applicable,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Sans réponse,Sans réponse,Non applicable,Oui
1715,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1716,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1717,2020-09-02,4,,,Ouvert,Oui,,,Oui,,,,,,,Oui,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1718,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1719,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1720,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1721,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1722,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1723,2020-09-02,4,,,Ouvert,Oui,,Oui,,,,,,,,,Non,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Non applicable,Sans réponse,Non applicable,Non
1724,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1725,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1726,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Oui (via un tiers),Moyennement satisfait,Oui,Oui
1727,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Non,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non applicable,Non
1728,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1729,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1730,2020-09-02,4,,,Ouvert,Oui,,Oui,,,,,,,,,Non,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Non applicable,Sans réponse,Non applicable,Non
1731,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1732,2020-09-03,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1733,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1734,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non applicable,Oui
1735,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1736,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non,Non applicable,Oui,Oui
1737,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1738,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non,Non applicable,Non,Oui
1739,2020-09-03,2,Arrondissement,L'Île-Bizard-Sainte-Geneviève,Ouvert,,,,,,,,,,,,Sans réponse,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Oui (service maison),Satisfait,Sans réponse,Non
1740,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non,Non applicable,Oui,Oui
1741,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Oui,Oui
1742,2020-09-03,4,,,Partiellement ouvert,Oui,,,,,,,,,,,Non,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Oui,Non,Non applicable,Oui,Oui
1743,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1744,2020-09-03,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1745,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1746,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Sans réponse,,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Sans réponse,Oui
1747,2020-09-03,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1748,2020-09-03,4,,,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Oui (via un tiers),Insatisfait,Non applicable,Sans réponse
1749,2020-09-03,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1750,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1751,2020-09-03,1,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Sans réponse,Sans réponse,Sans réponse,Sans réponse
1752,2020-09-03,1,,,Statut inconnu,,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Sans réponse,Oui
1753,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1754,2020-09-03,4,,,Ouvert,Oui,Oui,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Non applicable,Oui
1755,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non,Non applicable,Non,Oui
1756,2020-09-03,1,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1757,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Oui,Oui
1758,2020-09-03,4,,,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Oui,,,Oui,,Non applicable,Non applicable,Sans réponse,Sans réponse,Oui,Oui (via un tiers),Moyennement satisfait,Non applicable,Oui
1759,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1760,2020-09-03,1,,,Partiellement ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Oui (via un tiers),Moyennement satisfait,Non applicable,Oui
1761,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1762,2020-09-03,1,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non,Non applicable,Non applicable,Oui
1763,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1764,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Non,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non,Non applicable,Oui,Oui
1765,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non,Oui
1766,2020-09-03,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1767,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Sans réponse,Sans réponse,Non applicable,Oui
1768,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1769,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1770,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1771,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1772,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Réponse inconnue,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1773,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Non applicable,Sans réponse,Non applicable,Oui
1774,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1775,2020-09-03,4,,,Ouvert,Oui,,Oui,Oui,,Oui,,,,,Oui,Non,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non applicable,Non
1776,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1777,2020-09-04,4,,,Partiellement ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1778,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1779,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1780,2020-09-04,4,,,Ouvert,Oui,,Oui,Oui,,,,,,,Oui,Non,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Non applicable,Sans réponse,Non applicable,Non
1781,2020-09-04,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1782,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1783,2020-09-04,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non,Non applicable,Non,Oui
1784,2020-09-04,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Sans réponse,Oui
1785,2020-09-04,4,,,Partiellement ouvert,Oui,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1786,2020-09-04,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1787,2020-09-04,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non applicable,Oui
1788,2020-09-04,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Non applicable,Sans réponse,Non applicable,Oui
1789,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Oui (via un tiers),Sans réponse,Sans réponse,Oui
1790,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1791,2020-09-04,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1792,2020-09-04,4,,,Partiellement ouvert,,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Sans réponse,Oui
1793,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1794,2020-09-04,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Oui (via un tiers),Moyennement satisfait,Non,Oui
1795,2020-09-04,4,,,Partiellement ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1796,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1797,2020-09-04,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1798,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1799,2020-09-04,4,,,Ouvert,Oui,,,,,Oui,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non,Non applicable,Non applicable,Oui
1800,2020-09-04,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Non,Non applicable,Non,Oui
1801,2020-09-04,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1802,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1803,2020-09-04,4,,,Ouvert,Oui,,,,,Oui,,,,,,Oui,Oui,Oui,,,,Oui,Réponse inconnue,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1804,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1805,2020-09-04,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1806,2020-09-04,4,,,Fermé,Oui,,Oui,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1807,2020-09-08,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
